City,Date,Year,Month Name,Day,Season,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,AQI,AQI_Bucket
Delhi,09/08/2019,2019,August,9,Monsoon,14.59,9.54,22.08,21.86,0.86,9.3,26.17,1.6,89,Satisfactory
Delhi,10/08/2019,2019,August,10,Monsoon,16.73,9.02,22.06,21.47,0.87,8.47,25.43,1.12,75,Satisfactory
Delhi,11/08/2019,2019,August,11,Monsoon,25.53,11.45,25.93,25.93,0.96,8.65,26.21,1.11,83,Satisfactory
Delhi,12/08/2019,2019,August,12,Monsoon,20.53,13.19,26.18,27.51,1.02,8.14,21.46,1.56,80,Satisfactory
Delhi,13/08/2019,2019,August,13,Monsoon,21.68,17.85,27.12,32.07,1.1,8.37,20.73,1.76,85,Satisfactory
Delhi,14/08/2019,2019,August,14,Monsoon,33.21,16.96,31.9,33.85,1.19,8.5,31.43,1.94,93,Satisfactory
Delhi,15/08/2019,2019,August,15,Monsoon,28.78,18.56,25.03,32.56,1.04,8.51,23.58,1.5,93,Satisfactory
Delhi,16/08/2019,2019,August,16,Monsoon,15.52,13.71,21.51,26.32,0.87,8.61,23.59,1.08,73,Satisfactory
Delhi,17/08/2019,2019,August,17,Monsoon,10.24,14.08,19.1,24.77,0.81,7.67,16.51,1.12,67,Satisfactory
Delhi,18/08/2019,2019,August,18,Monsoon,15.51,17.56,20.93,25.39,0.98,8.57,18.03,1.44,66,Satisfactory
Delhi,19/08/2019,2019,August,19,Monsoon,38.55,26.99,28.59,38.82,1.31,8.6,28.06,2.77,99,Satisfactory
Delhi,20/08/2019,2019,August,20,Monsoon,41.74,19.92,26.86,31.87,1.23,8.12,28.41,2.44,103,Moderate
Delhi,21/08/2019,2019,August,21,Monsoon,46.69,15.16,32.68,32.26,1.14,7.81,31.18,2.37,107,Moderate
Delhi,22/08/2019,2019,August,22,Monsoon,44.16,23.36,42.21,44.39,1.21,8.41,25.95,3.1,125,Moderate
Delhi,23/08/2019,2019,August,23,Monsoon,50.49,37.04,40.32,54.52,1.3,8.36,28.57,3.26,130,Moderate
Delhi,24/08/2019,2019,August,24,Monsoon,60.71,,41.76,59.19,1.47,8.78,28.17,3.71,149,Moderate
Delhi,25/08/2019,2019,August,25,Monsoon,33.49,11.09,31.71,27.89,0.93,8.23,24.22,1.99,107,Moderate
Delhi,26/08/2019,2019,August,26,Monsoon,25.06,15.89,31.6,31.88,0.99,8.55,24.07,2.24,77,Satisfactory
Delhi,27/08/2019,2019,August,27,Monsoon,40.68,21.99,34.48,39.32,1.17,10.01,36.98,2.84,114,Moderate
Delhi,28/08/2019,2019,August,28,Monsoon,42.04,19.01,34.62,37.1,1.07,9.64,34.34,2.54,119,Moderate
Delhi,29/08/2019,2019,August,29,Monsoon,33.92,11.52,30.6,27.72,0.93,8.24,30.97,1.88,103,Moderate
Delhi,30/08/2019,2019,August,30,Monsoon,43.5,12.89,32.44,30.15,1.02,9.33,39.25,1.93,110,Moderate
Delhi,31/08/2019,2019,August,31,Monsoon,57.16,18.34,40.79,40.39,1.41,9.14,33.71,2.72,123,Moderate
Delhi,01/09/2019,2019,September,1,Monsoon,35.13,12.03,32.08,29.57,1.11,8.41,31.24,2.01,123,Moderate
Delhi,02/09/2019,2019,September,2,Monsoon,46.15,10.33,31.91,27.85,1.07,8.81,39.18,1.96,105,Moderate
Delhi,03/09/2019,2019,September,3,Monsoon,70.64,13.02,36.51,32.78,1.21,8.95,32.5,2.4,131,Moderate
Delhi,04/09/2019,2019,September,4,Monsoon,73.33,10.62,36.99,30.78,1.22,9.03,36.13,2.38,165,Moderate
Delhi,05/09/2019,2019,September,5,Monsoon,33.9,9.99,29.09,25.41,0.97,9.25,28.87,1.75,118,Moderate
Delhi,06/09/2019,2019,September,6,Monsoon,35.81,12.15,30.05,27.49,0.99,10.9,27.22,2.13,96,Satisfactory
Delhi,07/09/2019,2019,September,7,Monsoon,34.98,14.46,30.9,30.5,1,8.17,24.58,1.84,95,Satisfactory
Delhi,08/09/2019,2019,September,8,Monsoon,32.83,10.61,26.84,24.75,0.9,8.72,32.4,1.55,99,Satisfactory
Delhi,09/09/2019,2019,September,9,Monsoon,56.31,13.78,30.47,29.46,1,8.45,30.84,1.88,107,Moderate
Delhi,10/09/2019,2019,September,10,Monsoon,64.48,16.24,34.12,34.48,1.07,9.49,40.53,2.34,139,Moderate
Delhi,11/09/2019,2019,September,11,Monsoon,79.6,15.86,39.69,37.15,1.15,9.54,48.95,2.5,166,Moderate
Delhi,12/09/2019,2019,September,12,Monsoon,57.83,9.71,34.01,28.38,0.99,8.91,32.08,1.85,158,Moderate
Delhi,13/09/2019,2019,September,13,Monsoon,33.59,9.52,29.75,25.5,0.88,8.16,27.33,1.5,103,Moderate
Delhi,14/09/2019,2019,September,14,Monsoon,26.65,7.91,26.05,21.91,0.77,8.48,28.64,1.48,85,Satisfactory
Delhi,15/09/2019,2019,September,15,Monsoon,35.52,10.34,27.77,24.91,0.91,8.55,28.58,1.42,83,Satisfactory
Delhi,16/09/2019,2019,September,16,Monsoon,56.6,19.02,36.18,37.24,1.13,8.35,35.4,2.25,111,Moderate
Delhi,17/09/2019,2019,September,17,Monsoon,59.14,14.08,38.18,34.26,1.12,8.64,41.22,2.62,143,Moderate
Delhi,18/09/2019,2019,September,18,Monsoon,35.41,7.76,31.3,25.04,0.86,9.46,37.19,1.86,117,Moderate
Delhi,19/09/2019,2019,September,19,Monsoon,21.74,7.22,24.15,20.35,0.78,9.29,27.34,1.57,80,Satisfactory
Delhi,20/09/2019,2019,September,20,Monsoon,40.33,13.55,31.73,30.32,0.95,10.81,29.76,2.22,96,Satisfactory
Delhi,21/09/2019,2019,September,21,Monsoon,39.23,17.26,31.43,32.82,0.99,9.63,28.51,2.08,112,Moderate
Delhi,22/09/2019,2019,September,22,Monsoon,26.51,17.88,30.66,33.12,0.91,9.32,21.15,1.89,86,Satisfactory
Delhi,23/09/2019,2019,September,23,Monsoon,34.46,11.33,30.02,27.61,0.93,9.9,30.49,2.01,89,Satisfactory
Delhi,24/09/2019,2019,September,24,Monsoon,35.88,16.67,34.98,34.14,0.98,9.19,28.92,2.55,103,Moderate
Delhi,25/09/2019,2019,September,25,Monsoon,30.52,11.53,29.99,27.25,0.9,8.94,28.53,1.89,100,Satisfactory
Delhi,26/09/2019,2019,September,26,Monsoon,22.9,12.62,27.25,26.71,0.83,10.43,24.16,1.93,87,Satisfactory
Delhi,27/09/2019,2019,September,27,Monsoon,15.66,9.94,24.52,22.68,0.78,10.3,23.54,2.09,78,Satisfactory
Delhi,28/09/2019,2019,September,28,Monsoon,22.52,11.93,26.18,25.22,0.77,10.01,22.22,2.84,78,Satisfactory
Delhi,29/09/2019,2019,September,29,Monsoon,16.91,8.13,22.84,19.7,0.74,8.85,22.84,1.83,68,Satisfactory
Delhi,30/09/2019,2019,September,30,Monsoon,29.42,12.1,27.89,26.39,0.92,8.22,26.67,2.46,75,Satisfactory
Delhi,01/10/2019,2019,October,1,Post-Monsoon,33.92,12.82,28,26.89,0.96,8.5,26.15,2.56,98,Satisfactory
Delhi,02/10/2019,2019,October,2,Post-Monsoon,40.16,17.97,29.72,32.24,1.05,8.95,34.94,2.83,105,Moderate
Delhi,03/10/2019,2019,October,3,Post-Monsoon,57.99,30.13,36.77,46.78,1.25,10.42,44.29,4.03,140,Moderate
Delhi,04/10/2019,2019,October,4,Post-Monsoon,43.07,17.87,34.07,35.15,0.99,8.34,32.54,2.99,113,Moderate
Delhi,05/10/2019,2019,October,5,Post-Monsoon,39.48,20.52,33.82,36.22,1.03,8.08,32.66,2.5,108,Moderate
Delhi,06/10/2019,2019,October,6,Post-Monsoon,58.75,18.29,36.98,37.52,0.99,8.62,40.18,2.82,127,Moderate
Delhi,07/10/2019,2019,October,7,Post-Monsoon,55.88,13.36,33.46,31.6,0.91,8.25,36.23,2.35,133,Moderate
Delhi,08/10/2019,2019,October,8,Post-Monsoon,44.85,17.58,33.4,34.71,0.85,8.91,38.81,2.29,123,Moderate
Delhi,09/10/2019,2019,October,9,Post-Monsoon,77.02,40.81,45.5,58.38,1.37,11.9,51.37,4.1,165,Moderate
Delhi,10/10/2019,2019,October,10,Post-Monsoon,100.82,34.75,50.32,54.51,1.34,13.83,53.51,4.49,208,Poor
Delhi,11/10/2019,2019,October,11,Post-Monsoon,98.07,35.13,48.05,53.08,1.37,11.02,47.07,4.4,243,Poor
Delhi,12/10/2019,2019,October,12,Post-Monsoon,103.45,35.55,48.54,53.06,1.44,11.26,44.45,4.65,235,Poor
Delhi,13/10/2019,2019,October,13,Post-Monsoon,132.57,,51.27,63.23,1.65,12.75,44.55,5.05,282,Poor
Delhi,14/10/2019,2019,October,14,Post-Monsoon,116.33,,50.83,68.23,1.73,11.46,43.59,4.68,285,Poor
Delhi,15/10/2019,2019,October,15,Post-Monsoon,133.35,,58.61,,2.18,13.31,53.79,6.4,291,Poor
Delhi,16/10/2019,2019,October,16,Post-Monsoon,146.37,39,53.03,62.13,1.77,13.22,55.69,5.51,320,Very Poor
Delhi,17/10/2019,2019,October,17,Post-Monsoon,121.68,18.94,46.51,42.73,1.44,14.95,49.68,4.58,300,Poor
Delhi,18/10/2019,2019,October,18,Post-Monsoon,90.41,13.39,39.62,34.81,1.14,11.36,42.7,3.47,265,Poor
Delhi,19/10/2019,2019,October,19,Post-Monsoon,76.77,31.61,51.37,53.94,1.18,11.33,43.23,4.23,170,Moderate
Delhi,20/10/2019,2019,October,20,Post-Monsoon,98.05,35,48.83,53.46,1.26,10.64,33.47,4.13,242,Poor
Delhi,21/10/2019,2019,October,21,Post-Monsoon,115.16,34.79,51.05,55.42,1.3,11.11,36.8,4.36,254,Poor
Delhi,22/10/2019,2019,October,22,Post-Monsoon,93.51,34.86,50.05,57.98,1.37,11.7,39.48,3.82,243,Poor
Delhi,23/10/2019,2019,October,23,Post-Monsoon,122.12,,57.92,80.24,1.79,14.08,44.15,4.7,248,Poor
Delhi,24/10/2019,2019,October,24,Post-Monsoon,,,67.36,,2.46,18.87,57.94,7.01,335,Very Poor
Delhi,25/10/2019,2019,October,25,Post-Monsoon,129.9,,52.55,64.73,1.72,15.17,52.25,5.07,331,Very Poor
Delhi,26/10/2019,2019,October,26,Post-Monsoon,148.73,,56.43,,1.92,12.76,50.59,5.34,315,Very Poor
Delhi,27/10/2019,2019,October,27,Post-Monsoon,,,48.37,68.91,1.77,13.21,47.27,4.92,354,Very Poor
Delhi,28/10/2019,2019,October,28,Post-Monsoon,,35.11,48.45,59.73,1.77,18.03,42.79,4.62,450,Severe
Delhi,29/10/2019,2019,October,29,Post-Monsoon,,,60.03,,2.43,12.71,33.2,5.79,450,Severe
Delhi,30/10/2019,2019,October,30,Post-Monsoon,,,63.87,,2.67,13.81,34.86,6.53,450,Severe
Delhi,31/10/2019,2019,October,31,Post-Monsoon,,,71.37,,,15.86,38.29,7.27,450,Severe
Delhi,01/11/2019,2019,November,1,Post-Monsoon,,,73.61,,2.59,16.32,49.77,7.11,450,Severe
Delhi,02/11/2019,2019,November,2,Post-Monsoon,,34.23,54.1,61.32,1.93,12.88,35,5.6,450,Severe
Delhi,03/11/2019,2019,November,3,Post-Monsoon,,28.98,49.67,53.58,2.39,10.2,33.91,6.21,450,Severe
Delhi,04/11/2019,2019,November,4,Post-Monsoon,,29.75,44.53,51.48,1.47,11.68,36.82,4.37,450,Severe
Delhi,05/11/2019,2019,November,5,Post-Monsoon,,32.28,44.32,53.16,1.43,13.17,39.23,3.75,385,Very Poor
Delhi,06/11/2019,2019,November,6,Post-Monsoon,101.09,,54.77,,1.52,11.58,29.77,3.94,265,Poor
Delhi,07/11/2019,2019,November,7,Post-Monsoon,,29.02,51.64,54.77,1.58,11.95,23.72,5.25,296,Poor
Delhi,08/11/2019,2019,November,8,Post-Monsoon,154.14,,52.79,73.74,1.68,14.04,32.33,5.58,346,Very Poor
Delhi,09/11/2019,2019,November,9,Post-Monsoon,140.8,35.56,44.01,56.07,1.34,11.58,30.42,4.13,321,Very Poor
Delhi,10/11/2019,2019,November,10,Post-Monsoon,,30.88,50.35,56.41,1.44,13.95,38.5,3.79,339,Very Poor
Delhi,11/11/2019,2019,November,11,Post-Monsoon,,,61.36,75.05,1.79,15.18,42.35,4.56,376,Very Poor
Delhi,12/11/2019,2019,November,12,Post-Monsoon,,,66.1,,2.25,14.41,48.8,5.85,450,Severe
Delhi,13/11/2019,2019,November,13,Post-Monsoon,,,73.6,,2.5,15.12,39.52,7.08,450,Severe
Delhi,14/11/2019,2019,November,14,Post-Monsoon,,,,,,16.26,26.54,,450,Severe
Delhi,15/11/2019,2019,November,15,Post-Monsoon,,,59.35,73.02,2.35,14.14,37.71,7.47,450,Severe
Delhi,16/11/2019,2019,November,16,Post-Monsoon,,23.38,42.35,45.36,1.34,12.89,31.94,4.3,450,Severe
Delhi,17/11/2019,2019,November,17,Post-Monsoon,96.34,14.48,33.78,32.29,0.92,10.78,27.01,2.4,273,Poor
Delhi,18/11/2019,2019,November,18,Post-Monsoon,108.4,29.18,40.05,49.47,1.26,10.55,30.33,3.03,245,Poor
Delhi,19/11/2019,2019,November,19,Post-Monsoon,126.92,,52.79,77.11,1.6,12.05,31.56,4.31,251,Poor
Delhi,20/11/2019,2019,November,20,Post-Monsoon,,,,,2.21,14.74,38.99,5.65,315,Very Poor
Delhi,21/11/2019,2019,November,21,Post-Monsoon,,,,,,19.85,48.43,,375,Very Poor
Delhi,22/11/2019,2019,November,22,Post-Monsoon,,,75.08,,2.4,16.02,41.54,7.04,377,Very Poor
Delhi,23/11/2019,2019,November,23,Post-Monsoon,130.41,33.69,52.7,60.68,1.3,11.64,25.58,4.46,334,Very Poor
Delhi,24/11/2019,2019,November,24,Post-Monsoon,107.86,19.82,43.51,42.87,1.01,11.35,29.6,2.98,264,Poor
Delhi,25/11/2019,2019,November,25,Post-Monsoon,122.37,,53.29,69.13,1.45,13.59,31.86,4.16,269,Poor
Delhi,26/11/2019,2019,November,26,Post-Monsoon,114.27,,53.83,73.89,1.41,17.65,39.21,5.2,284,Poor
Delhi,27/11/2019,2019,November,27,Post-Monsoon,65.7,19.37,42.94,41.04,0.89,10.71,30.2,2.89,166,Moderate
Delhi,28/11/2019,2019,November,28,Post-Monsoon,31.03,10.57,32.3,27.14,0.65,8.99,28.72,1.88,106,Moderate
Delhi,29/11/2019,2019,November,29,Post-Monsoon,53.79,29.65,41.9,49.52,1.03,10.14,24.66,3.15,89,Satisfactory
Delhi,30/11/2019,2019,November,30,Post-Monsoon,96.96,34.59,45.04,56.55,1.21,9.87,23.38,4.1,175,Moderate
Delhi,01/12/2019,2019,December,1,Winter,123.66,38.19,50.39,63.15,1.17,11.39,32.28,3.57,257,Poor
Delhi,02/12/2019,2019,December,2,Winter,141.12,,57.23,77.73,1.49,11.18,32.54,4.35,299,Poor
Delhi,03/12/2019,2019,December,3,Winter,140.07,,60.85,,1.49,11.37,32.57,4.31,302,Very Poor
Delhi,04/12/2019,2019,December,4,Winter,,,71.65,,1.95,13.48,33.48,4.93,313,Very Poor
Delhi,05/12/2019,2019,December,5,Winter,,,,,,14.48,42.41,,389,Very Poor
Delhi,06/12/2019,2019,December,6,Winter,,,69.73,,2.03,13.41,32.34,,450,Severe
Delhi,07/12/2019,2019,December,7,Winter,,,66.41,,2.32,15.4,33.69,6.96,382,Very Poor
Delhi,08/12/2019,2019,December,8,Winter,,,68.59,,,13.69,32.51,,450,Severe
Delhi,09/12/2019,2019,December,9,Winter,,,68.28,,2.32,12.34,29.47,6.5,371,Very Poor
Delhi,10/12/2019,2019,December,10,Winter,,,72.63,,2.41,12.49,38.14,6.87,377,Very Poor
Delhi,11/12/2019,2019,December,11,Winter,,,,,,14.71,41.46,,450,Severe
Delhi,12/12/2019,2019,December,12,Winter,,,64.36,76.85,2.01,12.61,44.13,6.29,450,Severe
Delhi,13/12/2019,2019,December,13,Winter,94.62,13.29,41.21,32.94,1.14,7.9,29.14,2.73,322,Very Poor
Delhi,14/12/2019,2019,December,14,Winter,78.59,26.2,41.29,43.17,1.18,9.04,22.94,3.38,179,Moderate
Delhi,15/12/2019,2019,December,15,Winter,94.67,26.19,39.9,43.01,1.15,8.5,22.96,3.22,205,Poor
Delhi,16/12/2019,2019,December,16,Winter,88.05,21.68,35.06,36,1.04,7.17,22.1,2.4,202,Poor
Delhi,17/12/2019,2019,December,17,Winter,93.07,27.2,32.7,40.32,1.07,7.26,24.27,2.52,178,Moderate
Delhi,18/12/2019,2019,December,18,Winter,144,29.59,44.41,48.79,1.24,7.98,32.08,3.47,273,Poor
Delhi,19/12/2019,2019,December,19,Winter,,,55.64,72.47,1.92,9.64,28.22,6.1,354,Very Poor
Delhi,20/12/2019,2019,December,20,Winter,,40.57,60.58,66.4,2.16,9.92,29.05,6.86,450,Severe
Delhi,21/12/2019,2019,December,21,Winter,,37.13,50.24,57.35,1.71,8.52,23.62,5.96,450,Severe
Delhi,22/12/2019,2019,December,22,Winter,146.81,19.33,38.96,36.7,1.13,6.67,21.48,3.77,351,Very Poor
Delhi,23/12/2019,2019,December,23,Winter,,26.86,39.83,44.43,1.28,7,23.8,3.98,321,Very Poor
Delhi,24/12/2019,2019,December,24,Winter,,38.02,56.72,64.46,1.76,8.7,28.17,5.75,376,Very Poor
Delhi,25/12/2019,2019,December,25,Winter,,22.4,39.77,40.79,1.2,6.96,21.13,3.85,384,Very Poor
Delhi,26/12/2019,2019,December,26,Winter,,19.25,45.08,41.2,1.17,6.99,25.73,3.69,340,Very Poor
Delhi,27/12/2019,2019,December,27,Winter,,28.66,54.6,54.95,1.39,7.88,27.55,4.62,372,Very Poor
Delhi,28/12/2019,2019,December,28,Winter,,,55.98,,1.96,10.26,27.92,6.7,450,Severe
Delhi,29/12/2019,2019,December,29,Winter,,32.73,57.76,61.51,1.86,10.25,35.11,6.28,450,Severe
Delhi,30/12/2019,2019,December,30,Winter,,,55.61,79.04,2.24,11.15,26.44,,450,Severe
Delhi,31/12/2019,2019,December,31,Winter,,,47.5,64.57,1.8,11.03,28.07,4.81,450,Severe
Delhi,01/01/2020,2020,January,1,Winter,,,64.18,,,18.49,39.58,,450,Severe
Delhi,02/01/2020,2020,January,2,Winter,,,64.8,,,19.95,36.5,,450,Severe
Delhi,03/01/2020,2020,January,3,Winter,,,55.65,,2.8,14.93,27.82,6.96,450,Severe
Delhi,04/01/2020,2020,January,4,Winter,,,57.67,,2.2,12.85,29.94,6.81,366,Very Poor
Delhi,05/01/2020,2020,January,5,Winter,,29.99,48.25,54.3,1.23,9.59,30.21,3.7,354,Very Poor
Delhi,06/01/2020,2020,January,6,Winter,,35.49,51.19,60.14,1.27,11.34,21.99,3.52,335,Very Poor
Delhi,07/01/2020,2020,January,7,Winter,120.31,24.08,44.9,46.56,1.18,12.74,22.82,3.64,285,Poor
Delhi,08/01/2020,2020,January,8,Winter,117.98,26.65,38.64,45.09,1.13,8.67,17.63,3.49,281,Poor
Delhi,09/01/2020,2020,January,9,Winter,89.26,14.71,32.3,31.03,0.89,7.28,22,2.43,231,Poor
Delhi,10/01/2020,2020,January,10,Winter,130.82,27.73,45.12,50.71,1.3,9.44,27.25,3.8,255,Poor
Delhi,11/01/2020,2020,January,11,Winter,151.1,,53.28,69.66,1.54,11.65,30.98,4.33,309,Very Poor
Delhi,12/01/2020,2020,January,12,Winter,,,59.91,,2.26,12.35,32.47,5.53,352,Very Poor
Delhi,13/01/2020,2020,January,13,Winter,,,55.04,,2.11,11.59,27.98,5.74,381,Very Poor
Delhi,14/01/2020,2020,January,14,Winter,115.62,21.19,38.08,40.99,1.16,9.24,21.62,3.31,314,Very Poor
Delhi,15/01/2020,2020,January,15,Winter,111.57,29.61,47.45,54.26,1.17,10.68,26.19,3.72,241,Poor
Delhi,16/01/2020,2020,January,16,Winter,139.06,28.99,44.21,51.19,1.11,10.44,18.63,4.05,286,Poor
Delhi,17/01/2020,2020,January,17,Winter,107.65,31.58,36.19,49.2,1.14,9.69,18.97,3.71,287,Poor
Delhi,18/01/2020,2020,January,18,Winter,125.3,39.64,43.78,60.8,1.32,9.65,19.93,4.79,262,Poor
Delhi,19/01/2020,2020,January,19,Winter,125.04,18.6,34.18,36.38,0.96,8.69,25.86,2.95,290,Poor
Delhi,20/01/2020,2020,January,20,Winter,142.18,30.68,38.21,49.07,1.39,9.65,24.64,3.9,282,Poor
Delhi,21/01/2020,2020,January,21,Winter,,,48.18,,1.93,12.24,27.6,6.32,359,Very Poor
Delhi,22/01/2020,2020,January,22,Winter,,,44.3,,1.9,10.95,24.63,7,378,Very Poor
Delhi,23/01/2020,2020,January,23,Winter,74.45,15.4,35.26,33.47,0.79,8.71,27.73,2.52,273,Poor
Delhi,24/01/2020,2020,January,24,Winter,79.83,23.68,44,45.88,0.99,10.73,30.53,2.66,155,Moderate
Delhi,25/01/2020,2020,January,25,Winter,136.72,,56.31,,1.48,12.36,26.8,4.62,251,Poor
Delhi,26/01/2020,2020,January,26,Winter,,,50.94,,2.09,12.81,32.7,5.87,349,Very Poor
Delhi,27/01/2020,2020,January,27,Winter,,,67.09,,2.19,14.72,26.6,5.97,365,Very Poor
Delhi,28/01/2020,2020,January,28,Winter,104.45,17.85,42.01,37.97,1.26,11.12,23.29,3.2,302,Very Poor
Delhi,29/01/2020,2020,January,29,Winter,77.95,30.9,42.24,48.65,1.24,9.85,23.96,3.1,218,Poor
Delhi,30/01/2020,2020,January,30,Winter,91.56,30.79,45.04,50.9,1.08,10.06,24.23,3.49,195,Moderate
Delhi,31/01/2020,2020,January,31,Winter,92.04,31.8,47.35,53.46,1.1,9.9,24.36,3.55,203,Poor
Delhi,01/02/2020,2020,February,1,Winter,112.13,,44.25,67.5,1.26,10.02,29.22,4.51,244,Poor
Delhi,02/02/2020,2020,February,2,Winter,120.86,33.12,45.28,54.17,1.2,10.32,29.69,3.94,254,Poor
Delhi,03/02/2020,2020,February,3,Winter,138.5,,53.71,73.96,1.51,11.4,33.94,4.43,297,Poor
Delhi,04/02/2020,2020,February,4,Winter,,,64.8,,2.21,15.26,41,6.43,336,Very Poor
Delhi,05/02/2020,2020,February,5,Winter,150.08,,53.35,67.5,1.3,13.31,32.03,4.6,344,Very Poor
Delhi,06/02/2020,2020,February,6,Winter,118.57,33.37,51.82,60.54,1.18,12.08,33.75,3.98,277,Poor
Delhi,07/02/2020,2020,February,7,Winter,150.15,,58.46,,1.51,14.21,34.75,5.78,307,Very Poor
Delhi,08/02/2020,2020,February,8,Winter,149.67,30.62,47.55,54.41,1.16,14.39,35.72,4.36,315,Very Poor
Delhi,09/02/2020,2020,February,9,Winter,151.43,35.28,50.75,60.36,1.29,14.64,36.29,4.35,310,Very Poor
Delhi,10/02/2020,2020,February,10,Winter,,,56.48,,1.61,14.83,31.92,5.16,328,Very Poor
Delhi,11/02/2020,2020,February,11,Winter,,,60.12,,1.89,14.37,37.22,6.65,347,Very Poor
Delhi,12/02/2020,2020,February,12,Winter,,38.78,55.96,64.65,1.29,16.24,37.86,4.71,343,Very Poor
Delhi,13/02/2020,2020,February,13,Winter,95.72,15.54,41.59,37.63,0.95,16.49,36.8,3.09,279,Poor
Delhi,14/02/2020,2020,February,14,Winter,73.84,12.35,34.6,30.48,0.82,13.53,43.62,2.43,186,Moderate
Delhi,15/02/2020,2020,February,15,Winter,83.07,18.16,44.57,41.54,0.91,17.59,42.21,2.93,174,Moderate
Delhi,16/02/2020,2020,February,16,Winter,132.63,,57.15,70.95,1.38,19.61,40.01,3.77,254,Poor
Delhi,17/02/2020,2020,February,17,Winter,,,61.17,,1.61,18.85,38.6,5.83,323,Very Poor
Delhi,18/02/2020,2020,February,18,Winter,125.53,39.22,59.91,67.21,1.39,23.01,42.7,4.14,292,Poor
Delhi,19/02/2020,2020,February,19,Winter,138.46,,59.9,,2,20.13,44.29,6.39,300,Poor
Delhi,20/02/2020,2020,February,20,Winter,98.84,10.13,44.05,32.65,0.99,14.91,55.32,2.88,253,Poor
Delhi,21/02/2020,2020,February,21,Winter,53.11,8.84,33.27,26.24,0.83,10.45,39.58,2.03,170,Moderate
Delhi,22/02/2020,2020,February,22,Winter,63.62,29.86,41.23,50.12,1.2,13.38,32.03,2.8,104,Moderate
Delhi,23/02/2020,2020,February,23,Winter,105.71,,42.24,61.5,1.26,14.3,35.15,3.51,221,Poor
Delhi,24/02/2020,2020,February,24,Winter,70.59,29.23,44.2,51.6,1.02,15.94,33.36,2.29,169,Moderate
Delhi,25/02/2020,2020,February,25,Winter,127.75,27.87,46.76,52.38,1.22,18.24,35.32,3.12,244,Poor
Delhi,26/02/2020,2020,February,26,Winter,141.81,,50.67,78.58,1.54,17.61,38.64,4.71,303,Very Poor
Delhi,27/02/2020,2020,February,27,Winter,107.28,22.85,46.15,46.13,1.23,14.7,36.36,3.8,270,Poor
Delhi,28/02/2020,2020,February,28,Winter,83.48,8.21,33.92,26.32,0.97,11.55,41.53,2.67,214,Poor
Delhi,29/02/2020,2020,February,29,Winter,60.01,9.66,33.98,27.57,0.83,12.05,37.35,2.42,144,Moderate
Delhi,01/03/2020,2020,March,1,Summer,42.83,20.57,40.73,41.36,0.97,12.19,39.84,2.18,105,Moderate
Delhi,02/03/2020,2020,March,2,Summer,99.34,,50.23,,1.58,15.81,36.64,4.58,192,Moderate
Delhi,03/03/2020,2020,March,3,Summer,86.26,,46.6,71.98,1.22,15.48,32.39,3.98,226,Poor
Delhi,04/03/2020,2020,March,4,Summer,82.9,40.18,45.62,60.78,1.1,16.22,41.77,3.57,200,Moderate
Delhi,05/03/2020,2020,March,5,Summer,31.43,11.78,32.97,28.54,0.81,11.32,36.98,1.81,112,Moderate
Delhi,06/03/2020,2020,March,6,Summer,21.32,12.55,33.71,29.75,0.87,10.42,33.52,1.47,82,Satisfactory
Delhi,07/03/2020,2020,March,7,Summer,40.96,17.41,35.53,34.85,0.82,11.84,35.47,1.95,77,Satisfactory
Delhi,08/03/2020,2020,March,8,Summer,72.1,,37.14,61.74,1.11,12.61,34.59,3.51,156,Moderate
Delhi,09/03/2020,2020,March,9,Summer,58.04,18.86,32.29,34.79,0.75,13.33,34.54,1.91,138,Moderate
Delhi,10/03/2020,2020,March,10,Summer,84.35,14.46,30.22,29.74,0.84,17.21,47.66,2.35,186,Moderate
Delhi,11/03/2020,2020,March,11,Summer,55.19,10.1,29.76,24.99,0.76,13.82,42.36,1.96,128,Moderate
Delhi,12/03/2020,2020,March,12,Summer,56.92,21.91,36.74,39.57,0.94,13.68,34.27,2.25,125,Moderate
Delhi,13/03/2020,2020,March,13,Summer,68.72,29.31,40.53,49,0.87,15.42,37.42,2.63,170,Moderate
Delhi,14/03/2020,2020,March,14,Summer,39.41,14.67,34.59,32.7,0.76,11.59,29.17,1.99,131,Moderate
Delhi,15/03/2020,2020,March,15,Summer,60.99,26.33,41.09,46.69,0.9,13.92,37.25,2.43,124,Moderate
Delhi,16/03/2020,2020,March,16,Summer,61.61,21.37,41.52,44.12,0.89,14.8,38.38,2.29,148,Moderate
Delhi,17/03/2020,2020,March,17,Summer,69.7,26.05,43.5,48.87,1,15.06,40.59,2.65,164,Moderate
Delhi,18/03/2020,2020,March,18,Summer,68.93,29.29,45.86,53.31,1.07,14.93,41.73,3.05,162,Moderate
Delhi,19/03/2020,2020,March,19,Summer,90.62,37.81,45.67,59.24,1.14,17.66,43.16,3.37,191,Moderate
Delhi,20/03/2020,2020,March,20,Summer,90.31,30.21,51.26,55.88,1.24,19.71,48.23,3.76,209,Poor
Delhi,21/03/2020,2020,March,21,Summer,82.39,31.58,46.04,54.04,1.18,18.55,43.19,3.35,205,Poor
Delhi,22/03/2020,2020,March,22,Summer,78.61,14.49,29.85,30.31,0.92,16.63,47.67,2.86,198,Moderate
